student,rater,style,org,conv,sent_form
108,9,3,3,3,4
108,10,4,4,4,4
108,11,3,2,3,3
108,12,3,3,3,4
108,13,3,4,3,3
108,14,3,3,4,4
108,15,3,3,3,3
108,16,3,3,3,3
108,17,3,3,4,3
108,18,3,3,3,3
108,19,3,3,3,3
108,20,3,3,3,4
108,21,3,3,3,3
112,1,4,4,4,4
112,2,3,3,3,4
112,3,4,4,4,4
112,4,4,4,4,4
112,5,4,4,4,4
112,6,3,4,4,4
112,7,3,4,3,4
112,8,3,4,4,4
112,9,4,4,4,4
112,10,4,4,4,4
112,11,3,3,3,4
112,12,3,3,4,4
112,13,4,4,3,3
112,14,4,3,4,4
112,15,3,3,4,3
112,16,4,4,3,4
112,17,3,3,4,3
112,18,4,3,4,4
112,19,3,3,3,4
112,20,4,4,4,4
112,21,4,3,3,4
116,1,4,3,3,3
116,2,4,3,3,4
116,3,4,3,3,4
116,4,3,2,3,3
116,5,3,3,2,2
116,6,3,3,3,3
116,7,3,3,4,3
116,8,3,2,2,3
116,9,3,3,3,3
116,10,4,3,3,3
116,11,3,3,3,3
116,12,4,3,3,3
116,13,3,3,2,3
116,14,3,2,3,4
116,15,3,2,2,3
116,16,4,3,3,3
116,17,3,3,3,4
116,18,3,2,3,2
116,19,3,2,2,2
116,20,3,2,3,3
116,21,3,3,3,4
120,1,2,2,2,3
120,2,2,2,2,1
120,3,2,2,3,3
120,4,2,2,2,2
120,5,2,2,2,2
120,6,2,3,3,3
120,7,2,2,2,2
120,8,2,2,2,2
120,9,2,2,2,2
120,10,2,1,2,2
120,11,2,2,2,2
120,12,2,2,2,2
120,13,2,3,2,2
120,14,2,2,2,2
120,15,2,3,3,3
120,16,2,3,3,3
120,17,2,2,2,2
120,18,2,2,3,2
120,19,1,2,2,3
120,20,2,2,2,2
120,21,2,2,3,3
125,1,4,4,4,4
125,2,3,4,4,4
125,3,4,4,4,4
125,4,4,4,4,4
125,5,3,4,4,4
125,6,3,4,4,4
125,7,4,4,4,4
125,8,4,3,3,4
125,9,2,3,3,4
125,10,4,4,4,4
125,11,4,4,4,4
125,12,3,3,3,4
125,13,3,3,4,4
125,14,4,4,4,4
125,15,3,4,3,4
125,16,3,3,4,4
125,17,4,3,4,4
125,18,3,3,3,3
125,19,3,3,4,4
125,20,2,3,3,4
125,21,3,3,4,4
129,1,1,1,1,2
129,2,2,1,1,1
129,3,1,1,1,1
129,4,1,1,1,2
129,5,2,2,2,2
129,6,2,2,2,2
129,7,1,1,1,1
129,8,1,1,1,2
129,9,1,1,2,2
129,10,1,1,2,2
129,11,1,2,2,2
129,12,1,1,2,2
129,13,1,1,1,2
129,14,1,2,2,1
129,15,2,2,2,2
129,16,1,1,2,2
129,17,1,2,1,2
129,18,1,2,2,2
129,19,1,1,2,3
129,20,1,1,1,2
129,21,1,1,2,2
133,1,4,4,4,4
133,2,4,4,4,4
133,3,4,4,4,4
133,4,4,4,4,4
133,5,4,4,4,4
133,6,4,4,4,4
133,7,4,4,4,4
133,8,4,3,4,4
133,9,3,4,3,4
133,10,3,4,4,4
133,11,4,4,4,4
133,12,4,4,4,4
133,13,4,4,4,4
133,14,4,4,4,4
133,15,3,4,4,4
133,16,4,4,4,4
133,17,3,3,3,4
133,18,4,4,3,4
133,19,3,4,4,4
133,20,4,4,4,4
133,21,4,4,4,4
137,1,3,3,2,2
137,2,3,3,2,3
137,3,2,2,2,2
137,4,2,2,2,2
137,5,3,2,2,3
137,6,3,2,2,2
137,7,2,3,2,3
137,8,3,2,2,1
137,9,2,2,2,2
137,10,3,2,2,2
137,11,3,3,2,3
137,12,2,2,2,2
137,13,3,2,2,3
137,14,3,2,2,1
137,15,2,2,1,2
137,16,3,2,2,1
137,17,2,1,2,1
137,18,3,2,2,2
137,19,2,2,2,2
137,20,2,1,2,2
137,21,2,2,2,2
141,1,3,3,3,3
141,2,3,3,3,3
141,3,3,3,4,4
141,4,3,2,3,3
141,5,3,3,3,3
141,6,3,2,3,3
141,7,3,3,4,4
141,8,3,3,3,4
141,9,3,3,3,4
141,10,3,3,3,4
141,11,3,3,3,4
141,12,4,3,3,4
141,13,3,2,3,3
141,14,3,2,3,4
141,15,3,3,3,3
141,16,3,3,3,3
141,17,3,2,3,3
141,18,3,3,3,3
141,19,3,2,3,4
141,20,3,2,3,4
141,21,3,3,4,4
146,1,2,2,2,2
146,2,3,2,2,2
146,3,2,2,3,3
146,4,2,2,2,2
146,5,2,2,3,3
146,6,2,2,3,2
146,7,2,3,4,3
146,8,2,2,2,2
146,9,2,2,3,3
146,10,3,2,2,2
146,11,2,2,2,3
146,12,3,2,3,2
146,13,3,3,3,3
146,14,3,2,3,3
146,15,2,2,3,2
146,16,2,1,2,2
146,17,2,2,3,3
146,18,2,2,2,2
146,19,2,2,2,3
146,20,2,2,2,3
146,21,2,2,2,3
150,1,2,1,1,1
150,2,2,1,1,1
150,3,1,1,1,1
150,4,1,1,1,1
150,5,2,1,1,2
150,6,2,2,2,2
150,7,2,1,1,1
150,8,1,1,1,2
150,9,1,1,1,1
150,10,2,1,1,1
150,11,1,1,1,1
150,12,1,1,1,1
150,13,2,1,1,1
150,14,1,1,1,1
150,15,1,1,1,1
150,16,2,1,1,2
150,17,1,1,1,1
150,18,1,1,1,1
150,19,1,1,1,3
150,20,1,1,1,2
150,21,1,1,1,2
154,1,4,3,3,4
154,2,3,3,3,3
154,3,3,3,3,3
154,4,4,3,3,3
154,5,3,3,2,3
154,6,4,3,3,4
154,7,4,4,3,4
154,8,3,3,3,4
154,9,4,3,3,3
154,10,4,4,3,4
154,11,4,3,3,4
154,12,3,3,3,4
154,13,4,4,3,3
154,14,3,3,4,4
154,15,4,4,3,4
154,16,4,4,3,4
154,17,4,4,3,4
154,18,4,3,3,4
154,19,4,3,4,3
154,20,3,3,4,4
154,21,3,3,3,4
158,1,2,2,2,2
158,2,2,2,1,1
158,3,2,1,2,2
158,4,1,2,2,2
158,5,2,1,2,2
158,6,2,2,2,2
158,7,2,2,2,2
158,8,2,2,2,2
158,9,1,1,2,2
158,10,2,2,3,3
158,11,2,2,2,2
158,12,2,2,2,2
158,13,2,2,1,1
158,14,2,2,2,1
158,15,2,2,2,2
158,16,2,3,3,2
158,17,2,2,2,2
158,18,2,2,2,2
158,19,2,2,3,2
158,20,2,2,2,2
158,21,2,2,2,2
162,1,1,2,3,3
162,2,1,2,2,3
162,3,2,2,3,3
162,4,1,2,2,3
162,5,3,2,3,3
162,6,1,2,3,2
162,7,2,2,2,2
162,8,2,2,3,4
162,9,2,2,3,3
162,10,2,2,3,3
162,11,1,1,2,3
162,12,1,2,2,3
162,13,4,3,2,2
162,14,2,2,3,3
162,15,2,3,3,3
162,16,1,2,3,2
162,17,2,2,3,3
162,18,2,2,2,2
162,19,2,2,3,3
162,20,2,3,3,3
162,21,2,3,3,4
167,1,4,4,4,4
167,2,4,4,3,4
167,3,4,4,3,4
167,4,4,4,4,4
167,5,4,4,3,4
167,6,4,3,3,4
167,7,4,4,4,4
167,8,4,3,4,4
167,9,4,3,3,4
167,10,4,3,3,3
167,11,4,4,3,4
167,12,3,3,4,4
167,13,4,3,3,4
167,14,3,4,4,4
167,15,4,3,3,4
167,16,3,4,3,3
167,17,4,3,3,4
167,18,4,4,4,4
167,19,3,3,4,4
167,20,4,3,3,4
167,21,3,3,4,4
171,1,4,3,3,4
171,2,4,3,3,4
171,3,3,3,4,4
171,4,3,3,4,3
171,5,3,3,3,4
171,6,4,3,3,4
171,7,3,3,3,3
171,8,3,3,3,4
171,9,4,3,3,3
171,10,4,4,4,4
171,11,4,3,3,4
171,12,4,3,3,4
171,13,4,3,3,4
171,14,3,3,3,4
171,15,4,4,3,4
171,16,3,3,3,3
171,17,3,2,3,3
171,18,4,2,3,3
171,19,4,3,3,4
171,20,4,4,3,4
171,21,4,4,3,4
175,1,3,3,3,3
175,2,3,3,3,3
175,3,3,3,4,4
175,4,3,3,3,3
175,5,3,2,3,3
175,6,4,3,3,4
175,7,4,4,4,4
175,8,3,3,4,4
175,9,3,3,3,4
175,10,3,3,3,3
175,11,3,3,3,4
175,12,3,3,3,3
175,13,3,3,4,4
175,14,4,3,4,4
175,15,4,3,3,3
175,16,3,3,3,3
175,17,3,3,3,4
175,18,4,3,4,3
175,19,4,3,4,4
175,20,3,3,2,3
175,21,4,3,4,4
179,1,4,4,4,4
179,2,4,3,4,4
179,3,3,4,3,4
179,4,4,3,3,3
179,5,4,4,3,4
179,6,4,4,4,4
179,7,4,4,3,4
179,8,4,3,3,4
179,9,4,4,3,4
179,10,3,3,4,4
179,11,4,4,3,4
179,12,3,3,3,3
179,13,4,4,3,3
179,14,3,3,3,4
179,15,3,4,3,3
179,16,3,3,4,4
179,17,2,2,3,3
179,18,4,2,3,3
179,19,4,4,4,4
179,20,4,4,4,4
179,21,4,4,4,4
183,1,4,4,4,4
183,2,4,4,4,4
183,3,4,4,4,4
183,4,4,4,4,4
183,5,4,4,4,4
183,6,4,4,3,4
183,7,4,4,4,4
183,8,4,4,4,4
183,9,4,4,4,4
183,10,4,4,4,4
183,11,4,4,4,4
183,12,4,4,4,4
183,13,4,4,4,4
183,14,4,4,4,4
183,15,4,4,4,4
183,16,4,4,3,4
183,17,4,4,4,4
183,18,4,4,4,4
183,19,4,4,4,4
183,20,3,4,3,4
183,21,4,4,4,4
188,1,4,4,4,4
188,2,4,4,4,4
188,3,4,4,4,4
188,4,4,4,4,4
188,5,4,4,4,4
188,6,4,4,4,4
188,7,4,4,4,4
188,8,4,4,4,4
188,9,4,4,3,4
188,10,4,4,4,4
188,11,4,4,4,4
188,12,4,3,3,3
188,13,4,4,4,4
188,14,4,4,3,4
188,15,4,4,3,4
188,16,4,4,4,4
188,17,4,4,3,4
188,18,4,4,2,4
188,19,3,4,4,4
188,20,4,4,3,4
188,21,4,4,4,4
192,1,3,2,3,3
192,2,3,3,3,4
192,3,3,3,3,4
192,4,3,3,3,3
192,5,4,4,4,4
192,6,2,2,2,3
192,7,2,3,3,4
192,8,2,2,3,3
192,9,2,3,3,3
192,10,3,2,3,3
192,11,2,2,3,3
192,12,2,2,3,3
192,13,3,2,3,3
192,14,3,2,3,3
192,15,3,2,3,3
192,16,2,2,2,3
192,17,3,3,3,4
192,18,2,2,3,4
192,19,2,2,2,4
192,20,3,2,3,4
192,21,3,3,4,4
196,1,2,2,2,2
196,2,2,2,2,2
196,3,2,1,2,2
196,4,2,2,2,3
196,5,2,2,1,2
196,6,2,2,2,2
196,7,2,2,1,2
196,8,2,1,2,2
196,9,2,2,2,2
196,10,1,1,2,2
196,11,2,2,2,2
196,12,2,2,2,2
196,13,2,2,2,2
196,14,2,2,2,1
196,15,2,2,2,3
196,16,2,2,2,2
196,17,1,2,2,2
196,18,2,2,2,2
196,19,2,2,2,2
196,20,1,1,2,2
196,21,1,1,2,2
200,1,3,2,3,3
200,2,3,2,2,3
200,3,3,3,3,3
200,4,3,3,3,4
200,5,4,4,4,4
200,6,3,2,3,3
200,7,3,3,3,3
200,8,3,3,3,4
200,9,2,2,3,3
200,10,3,3,3,3
200,11,1,1,2,2
200,12,2,3,2,3
200,13,3,2,2,3
200,14,3,2,3,3
200,15,3,3,3,3
200,16,2,2,3,3
200,17,3,3,3,4
200,18,3,3,2,2
200,19,2,2,3,4
200,20,3,3,3,3
200,21,2,2,3,4
204,1,3,3,3,4
204,2,3,3,3,4
204,3,3,3,3,4
204,4,2,3,3,4
204,5,4,4,4,4
204,6,3,3,3,4
204,7,3,3,3,4
204,8,3,3,4,4
204,9,2,3,3,3
204,10,3,3,4,4
204,11,3,3,3,4
204,12,3,4,3,4
204,13,3,3,3,3
204,14,2,2,3,4
204,15,4,3,3,4
204,16,3,2,3,3
204,17,2,2,3,3
204,18,3,2,3,4
204,19,3,4,4,4
204,20,3,3,4,4
204,21,3,3,3,4
209,1,3,3,3,4
209,2,3,2,3,3
209,3,3,3,3,4
209,4,3,3,3,4
209,5,4,3,4,4
209,6,3,3,3,4
209,7,3,3,3,3
209,8,3,3,4,4
209,9,3,3,4,4
209,10,4,3,4,4
209,11,3,2,3,3
209,12,3,3,3,3
209,13,3,3,3,3
209,14,3,2,4,3
209,15,3,3,3,3
209,16,3,3,3,3
209,17,3,3,4,4
209,18,4,3,3,4
209,19,3,2,3,3
209,20,3,2,3,4
209,21,3,3,3,3
213,1,2,2,2,2
213,2,2,2,2,2
213,3,2,2,2,2
213,4,2,1,2,2
213,5,1,1,2,2
213,6,2,2,2,2
213,7,2,2,2,2
213,8,2,1,1,2
213,9,2,2,2,2
213,10,2,1,2,2
213,11,2,1,2,2
213,12,2,2,2,2
213,13,2,2,1,2
213,14,2,2,2,2
213,15,2,2,2,3
213,16,2,2,2,2
213,17,2,2,2,2
213,18,2,3,2,3
213,19,1,1,1,3
213,20,2,1,1,2
213,21,2,1,1,2
217,1,3,2,3,3
217,2,3,3,3,3
217,3,3,2,3,3
217,4,3,2,3,3
217,5,1,2,3,3
217,6,2,2,3,3
217,7,3,3,3,3
217,8,2,2,3,3
217,9,1,2,3,3
217,10,2,2,3,3
217,11,3,3,3,3
217,12,2,2,3,3
217,13,3,2,2,2
217,14,3,2,3,4
217,15,2,3,3,3
217,16,3,2,3,3
217,17,2,2,3,3
217,18,2,2,2,3
217,19,2,2,3,3
217,20,4,2,3,3
217,21,2,1,3,4
221,1,2,2,2,2
221,2,3,2,2,2
221,3,2,1,2,2
221,4,2,2,2,2
221,5,2,2,2,3
221,6,2,1,2,2
221,7,2,2,2,2
221,8,2,2,1,2
221,9,2,2,2,2
221,10,2,1,2,2
221,11,2,2,1,2
221,12,2,2,2,2
221,13,2,2,1,3
221,14,2,1,1,1
221,15,2,2,2,3
221,16,2,2,2,2
221,17,2,2,2,3
221,18,2,2,2,2
221,19,2,2,2,3
221,20,3,2,1,2
221,21,3,2,2,3
225,1,1,1,1,1
225,2,2,1,1,1
225,3,2,1,1,2
225,4,1,1,1,1
225,5,2,1,1,1
225,6,2,2,2,2
225,7,1,1,1,1
225,8,1,1,1,1
225,9,1,1,1,1
225,10,2,1,1,2
225,11,1,1,1,1
225,12,1,1,1,1
225,13,1,1,1,1
225,14,1,1,1,1
225,15,2,1,1,2
225,16,1,1,1,1
225,17,1,1,1,1
225,18,1,1,1,1
225,19,1,1,1,3
225,20,1,1,1,1
225,21,1,1,1,2
230,1,2,2,2,3
230,2,2,2,2,2
230,3,1,2,2,2
230,4,2,2,2,2
230,5,2,3,2,3
230,6,2,2,3,3
230,7,1,1,2,1
230,8,2,2,2,3
230,9,1,1,2,2
230,10,2,2,2,2
230,11,2,2,2,3
230,12,2,2,3,3
230,13,2,2,2,2
230,14,1,1,1,1
230,15,2,2,3,3
230,16,2,2,3,3
230,17,1,2,2,2
230,18,2,1,2,2
230,19,1,1,2,2
230,20,1,2,2,2
230,21,2,1,2,2
234,1,2,1,1,1
234,2,2,1,1,1
234,3,1,1,1,1
234,4,1,1,1,1
234,5,2,2,1,1
234,6,2,2,2,1
234,7,1,1,1,1
234,8,2,1,1,1
